Marketing Spend,R&D Investment,Employee Count,Operational Costs,Customer Satisfaction,Market Share,Revenue
142450.32112888485,151520.139126728,371,349842.5910297654,1.1762634462815256,0.17405199977998306,433726.6138477763
218784.9009172836,154801.25306873044,499,238960.5655321557,1.74110740133416,0.036495544878980435,539815.4001924087
169968.06550405975,174540.71890921667,62,203078.01292339643,3.1650804437667124,0.11814922799459125,242934.25744709288
185415.31251033617,109088.29739206377,233,177868.14943092765,3.582288725709712,0.17491612907887155,488804.7200537195
169914.66938853016,139704.9385030662,160,332299.4413438156,1.1823406317946752,0.12079009388318061,196479.76495788014
292613.90922544687,83256.63704489642,464,311054.87483664614,4.783883559382398,0.14642269384413029,662504.7680448862
199325.1387631033,165968.92490421116,339,271256.93655829475,4.368661506601525,0.0806882778843194,463377.5947258541
147114.453552205,175887.83758810963,344,193589.73996302322,2.1864499286283725,0.027565408237042656,413510.6205467736
241127.24560515943,130672.54150802504,441,258576.80243167942,1.3087501209058718,0.09700105607414357,544232.3013963246
138957.81750144888,212959.4705316013,264,300245.5804605274,1.679548292876229,0.08495108425938293,285880.26014670765
210443.17975023776,100969.37347990635,169,347590.16200758587,1.5077776550198907,0.174741434652,275496.0844471067
102016.49380601122,91425.00479160719,431,299007.8549851425,1.4931351171957874,0.05635910744696973,382456.63169594196
133590.69755507848,158978.0727423989,104,315123.6205623167,3.0742467546629357,0.19367950323167055,240362.8798194824
209843.06179345617,191883.9321044862,76,277432.05714155186,1.9833897699736012,0.19204624276285429,271608.96896787395
236923.3289997705,217357.10765831475,167,404953.45215162926,2.432558866116578,0.057050012183573355,153881.8733116797
208568.41405949852,131644.6294852424,270,238905.02134030632,4.95802133353729,0.07612987154069088,409335.48603615386
194217.58588058798,193147.23333725182,280,258045.70696289235,3.737256995701379,0.18015559076603815,510751.19484866457
184944.81522053556,148459.66121997172,102,270458.5155603892,4.795922668188005,0.19365822197026045,341533.1372814131
126073.90048162863,143094.9080023672,344,332562.26387860347,1.5702262201324624,0.09425342953884837,345894.1802105513
164007.78958026457,185346.3974994669,370,237668.41261278716,2.528557899330277,0.07098943867177059,462832.6205470325
176968.06145201062,176092.9151365368,450,308143.11543287995,3.218927213129417,0.10995786251779298,543019.4800096116
252856.1113109458,86944.31372063002,282,309894.60860559344,1.307032247554952,0.14067614920948962,383857.3265137295
217180.91447842307,209061.61398903583,207,258338.5217559972,1.0167497745118315,0.061960157921246165,275395.0551487282
111847.9922318633,205203.65416589807,486,319798.7676574114,3.68173733518767,0.14992990317762384,586932.7889061385
216204.19846973976,124977.49193961882,318,239531.16607575412,3.5672780672057414,0.019814897851781796,379359.8398495185
180745.88597918418,165832.14133749637,70,232975.5514522952,2.643155239998447,0.019365953625239123,128164.1701111327
166153.89998470206,169761.20745130954,452,305976.3453912864,2.9585763041281306,0.08339466397765359,530271.0020346091
230583.8144420434,160426.9506329563,102,200414.66487131623,2.6617720023683584,0.07715990649153691,262037.82398107823
251549.97612479754,127987.7938461832,324,171311.83784698573,1.0960201793795554,0.06997031091975893,475580.731840638
246564.00595580993,123135.06528247794,362,331969.998047808,2.3414864248698497,0.1032937549070929,440820.8934350222
158039.12383886808,148977.8371603422,330,362938.19655547023,1.7083290215891593,0.07093938063919854,322185.8973967146
184539.38120743926,196909.16077037458,263,271991.8128784482,1.393696756405475,0.04652900450893747,318895.99386025104
216563.1715701782,171744.0061837773,80,259915.76087413376,4.826881735557399,0.06879921432683417,205865.90908594895
248777.25635611796,135175.42671655575,386,360332.1135584736,3.3974389001686625,0.19523181183394464,564104.2996107405
176041.2881077355,180867.94842593378,232,231267.7069200648,3.9146251369464107,0.08811154922902123,379661.9875964273
190717.05116680913,36058.29517479698,72,218197.6425167305,2.26145497306447,0.0944954276030838,160921.1532826645
144683.2512996986,195950.62801488413,81,342458.18542250927,2.572588517976061,0.1195435480907166,148320.5580903098
140189.66879596646,80411.44884887601,495,300542.29119073844,1.947695975586894,0.19683474599870307,615038.5814159887
240626.2911197099,135502.3623438747,123,363892.6043574143,1.387862683861699,0.055904242522794974,105546.03820893592
267812.00142854115,105213.20421495425,59,171584.04727332125,1.7161265497663352,0.13944360100116243,277861.20983355126
196399.4939209833,98212.74097116376,103,215959.56053288621,4.190056181185943,0.1460370917729276,321376.03806915076
250176.6448946012,196433.0714951408,101,300859.9235906494,3.7101832207351033,0.12539163919068252,275836.9819565997
218081.8012523817,131291.95194752436,197,325060.4219090272,3.1877155039419076,0.026829884530962377,214739.93296649095
167744.01226974378,163860.15526922862,209,350819.8252613675,2.9003594914670723,0.13860573240723953,290298.56626647327
218069.7802754207,148123.17684483263,419,310489.06612852664,4.689737134624497,0.02217799509687334,475622.874792071
276901.8283232985,169081.63308892486,63,309879.30932151416,1.2909397911146736,0.12326710341448041,172253.64149520887
198208.6980445024,153072.87564241022,227,276635.9074181881,2.122403252951664,0.15052042367213112,366352.36025920906
278232.18279070035,98680.31103245722,461,395454.29429427104,2.399751414282856,0.05008427921779058,449954.80011688615
69012.74479551279,189850.6727778856,415,233818.59267177014,4.129703248851151,0.16990818143312708,582527.4465647677
241095.12521876118,130249.73667354751,102,321541.2091533563,4.970058480647886,0.01576722305127081,143409.86267940124
204352.35341190855,87736.72405360996,457,240731.4699247188,1.9626820590286123,0.17032444409507816,629694.3679361234
185049.63247670664,132875.3935613635,384,332086.7127483006,4.4972293365483225,0.09746251962212536,472632.160898924
204588.03882677513,210030.39162537243,71,237778.94583673403,4.322491041727165,0.05134170858701246,215713.05848341834
100621.55426995536,184008.8696845397,79,344628.94191002747,1.8986295905670665,0.03541784754885392,10658.507881663994
189016.4056081244,136053.91462368565,240,306726.29680947104,2.5973303207968903,0.1911283618406508,404266.9599411793
217855.62857558733,136029.69182726284,309,404678.3503955209,2.6386914771700765,0.023806461640419774,245323.4936340909
273894.7022370758,137134.5979513047,254,283138.82116370485,4.912882674106234,0.04782774978782588,387037.2444503797
174086.48908631763,233069.91934243363,108,325497.9669748527,1.7235676055155933,0.07608624601227873,159580.70274633504
159575.3198553406,165277.41808926212,313,253220.62317235742,4.196631884419128,0.1278446213026129,481726.9563973222
174912.14782077319,167201.6658876428,61,282726.4196135223,2.3367708566924397,0.1135122062024587,171567.64604628715
245770.1058851037,191211.33816127368,168,306344.9687666612,3.9234813831046416,0.03387226355833966,246473.86610358223
216437.55548298423,159551.56636106054,464,208366.80465171754,2.6800440171826514,0.06504831691026078,600932.6199974737
173511.98981164806,139638.31416717186,339,214942.56394891368,3.31343905246616,0.055362836506344576,439573.48937352846
225663.3716556678,142146.00603660085,387,335991.5579901387,4.3304470933045245,0.05057314235316487,434214.20059911476
204853.87746740202,147135.94962343745,297,291234.7907080992,4.216662259935537,0.08811742393119754,414621.25314195716
248432.24952664447,148511.11053960634,403,264424.4080171187,4.4656927341588,0.1437659759924148,609799.2360509068
164897.3453061324,179105.1817454792,176,255780.82917499467,1.238469301378636,0.05131605712127483,232610.37941875038
183616.89267011159,152077.835432292,124,258090.67225657837,3.7682022121589793,0.07966898714356646,232460.47618413126
180394.5923433921,179305.60308862317,410,306753.0429004937,1.5599495068870515,0.08427431109982082,461185.5268599893
126824.25259339408,146771.3367956567,253,326702.15184697136,2.663274272073644,0.19552674059272795,380420.11488145904
214806.0138532288,153145.4076126436,98,174473.56622248655,3.194353660218754,0.1913866078070231,372152.67962570605
213052.76360899446,70071.97261871569,128,384770.0434061935,2.610957938987323,0.16202614072289442,181469.01240777163
200255.67283212303,186653.10698809926,490,380502.0457765196,3.07844670321203,0.05591519495564518,504746.60503955453
188270.64333124267,163859.5390359197,290,160160.71418718604,4.986105235194477,0.02292708967741724,459323.2870943845
129231.46289747929,189920.4043943861,398,365155.60177936783,1.540869254851419,0.0702117861669187,357664.06571334146
178967.73386173206,34149.784872252436,203,363313.13107986253,3.7018241813457022,0.06069096439242786,166570.13346038404
182864.2741736615,233534.98819122912,323,300026.7296512527,2.584003865542461,0.10612590202781483,429028.2748027704
159886.13653891906,144416.41487379305,145,222169.88268690743,1.5320391956293151,0.1577683029128807,291786.99122384196
191935.71441669954,194327.31266950065,263,360913.6854999043,1.6349470534972381,0.17308135838698305,363903.61381757376
220202.5428407269,108403.76291497877,343,285526.1360221589,4.797092424982468,0.17052417622799662,558323.8668042446
294309.2950605265,174510.9562025028,258,332932.73062913737,4.518405986847048,0.07833835663238287,392656.86884591344
208728.89064159195,107863.37747305376,392,433152.0763177067,4.628167841660087,0.14057452525752975,450359.8116422286
212877.51953613822,125049.2415721678,137,315110.2050374171,4.9661311033095465,0.06943849752960181,235022.5161719321
196277.70421169163,226561.25415467145,355,244986.91849688627,1.8332615600340718,0.021572053214684715,414522.39327055094
104061.43923504793,142372.70396946615,313,279856.1403048167,2.421757349456247,0.14329740046455905,400205.2051882299
198674.30622753914,158697.3149271889,474,252633.27838554073,3.676876119699467,0.01186723498825969,530886.9753134773
203011.51049705132,184802.70922755016,439,326009.38304691133,2.935210159442589,0.08774469161711282,519393.9135206872
323162.10562426434,169827.27551890418,374,251635.9464750117,2.673558133513334,0.07258206116739438,540698.3280827904
190381.95176094386,156016.75620574306,477,271628.9146590214,2.431244997342372,0.14174173231858198,619628.5356159646
215077.36711668063,164598.440098649,426,222934.17753554403,3.375122527773809,0.15558663982447202,664279.2428752553
198264.41151473785,246136.62340953102,369,292074.7796688514,3.302373714560328,0.06777798083454392,477173.1102679346
141566.0981190234,147695.24811865657,206,310605.28759812296,1.6458313362569603,0.16420913274452217,296286.8914811067
257141.14072575103,158043.9618685987,205,138912.71717295045,2.8869593500737563,0.06584418449593742,402881.5377228134
237596.65163433872,192026.17584030447,188,315574.4136888133,3.2138871048393995,0.09480200839744662,297002.9759799592
239551.59735215234,194221.03731831934,170,297257.98613419326,3.281147754925562,0.14813352013268546,360039.2042811116
154530.62726026305,197481.2122224152,114,254100.48307463236,1.8404287716494072,0.14165484355270985,244875.28253029232
270139.71554680495,175549.20888116737,156,421717.7354561924,3.969085569009147,0.19760000973931802,321264.9358458909
129907.44686038596,104279.80349078066,196,357508.5916562853,1.1007963792842785,0.052780594601027055,127358.3963858982
229342.8546900135,215337.26129204384,186,234215.8508309159,2.4193274221726506,0.13584040357252067,387464.7817876264
309522.7812904989,104146.18427925248,460,350294.2127742684,4.120850594142534,0.1258395625723977,621041.1977134974
150473.18374346558,162105.41860956134,211,374669.8845612635,3.2555716842216094,0.1838687063531057,329560.0370327781
171685.1135198614,119828.96599922568,477,307921.2553570534,2.044649730043441,0.03970880691252626,452081.45103245537
204982.56825438206,147434.4661362803,149,321686.52221683954,3.779812477372191,0.1528416510815173,297957.62846284156
174826.21729419005,163150.4964121392,387,320300.80001529545,3.2695637766242935,0.11797103709106598,492409.50058326736
122466.82844669337,162854.28861801093,448,174851.04846460267,4.184974437825549,0.06218651525970203,569358.2102482311
203428.14874030137,166876.83016941138,356,288787.824188976,3.9401007447592935,0.10014263368796307,488767.40327542665
146884.81431369475,214548.4507623459,190,285665.2294809583,3.4404316881449386,0.07341755344326158,269675.1042180532
223679.62153175907,168141.3720605592,132,385809.3381935927,2.952710701243256,0.12006954652980756,185791.55878198124
154028.78828830985,140233.73458837406,226,320023.6718137124,1.5327285026700936,0.17891011605478652,331829.2234044462
277496.72025087697,188563.4867315343,247,282143.3422729983,2.045332071541535,0.11816794703831837,395516.9748616837
160837.33538318815,197578.81955698563,161,294592.51554053935,2.676397891668341,0.13002725948205096,266356.25217456574
183896.92418971623,100895.6873945203,105,361403.13489764405,3.3971971480255547,0.1085620909517948,150832.41455539563
240675.8608684835,173896.00279399432,228,288924.92020528106,3.0548314208612193,0.01972144622464042,259768.83237807805
138456.78417830224,178046.90969243593,470,258108.26801450347,2.152738103838118,0.05424312580645791,502521.662344101
211372.99673020648,138097.45986560034,450,283457.868424748,1.0258574311588422,0.10348032859209572,548204.4481677588
265357.1377141214,205028.27253246476,235,356441.76862936094,2.9849568876032557,0.0689447039114939,314823.87817387586
119625.83827193863,143997.77651869893,267,329769.89433587616,2.1425039542489723,0.044535083574626905,217744.23965439852
209231.69292661521,155023.0581388617,462,302656.0784009468,3.9384332028421403,0.10578523996450327,599859.0724466534
212994.13971242117,143077.12702864522,466,311492.3579666898,1.095785061081934,0.07133386075509156,480704.6837570802
239091.14358886553,150623.1619032587,365,266415.4515842711,3.3393112452231635,0.0590404522029488,463531.4298324779
138152.4644560959,106148.99652419193,266,288363.0359734408,4.765896950024262,0.09815722931367235,347053.4602187617
133977.16934578618,92397.96469622823,169,260201.74069352896,1.697637068445998,0.0353240090356129,153404.3047874844
226097.07828084487,213780.2025289989,488,282313.2429420154,2.8865979630023815,0.1862716892843274,725253.2746050577
214849.2336616593,116121.54606726689,443,380770.6958175975,1.3656879672685527,0.1748633986046554,510908.6892031194
212524.64251729383,110344.3060217477,224,235327.6913173686,3.5027276490454105,0.14444791129070172,392534.26304053224
217322.4104748488,63864.39545585141,72,258676.94001462508,3.2021267223849024,0.03018062724180668,123879.4942986412
165998.76392107544,124441.53009241991,262,224742.06822385488,2.6294620968513294,0.1574166783492417,450556.31852871046
211612.68485805017,97076.40826370007,454,211745.4745687441,3.085508085894965,0.16351189234071362,645978.6821044799
214653.62366493407,215680.60640545475,284,288793.6851482825,4.586298633876041,0.15587527736572418,506077.20760801516
164282.4290986816,190392.68357370538,62,262943.4490919528,1.7851772092442681,0.03165351855265582,86820.72151577951
293288.72555723786,122473.98619289105,150,405701.33584753156,1.090258046821389,0.1323425118428753,195668.54327363972
223691.64604558938,240097.43221377235,466,283029.2072293324,4.446659538796403,0.16852171119238574,695265.9529280153
140434.82513986758,189270.6194796638,73,377363.81180580147,3.308468329551626,0.11969714623173686,131627.94642700683
232827.6804316915,137006.7446596551,413,358080.38849643804,4.56263382184737,0.1328174012933369,545720.374711092
151265.91648863393,50023.77140505708,60,287462.7506865591,3.3877808936526903,0.09708906109099817,116805.10772356193
239354.2301871226,241637.7029036297,322,426608.1349251374,4.24064435983881,0.11045439077797,404592.3159634683
257929.7789503702,94417.10132945616,480,316112.0391878885,2.7186934534205918,0.01653160308682779,478897.97255324
158965.88408241447,84184.05012172433,330,390780.5559602393,3.999439725153075,0.13140297417492408,348033.80117080314
248168.80646221607,190902.8172803856,143,383795.81349487585,4.6521658675594235,0.025474970449320247,171936.18647147057
220639.0463468249,247590.09625357093,250,324878.879106287,3.288491854888825,0.09265277292464244,379992.21049204405
241103.0079997245,205370.91274042072,70,345067.85086835106,1.7231406022495181,0.06560446855680749,101780.01861545406
294839.6491326974,172556.36480209438,389,337444.28490716853,2.0751904601207927,0.11363131054022549,491886.707371933
187730.59419985648,173790.17366661143,260,231344.31411649752,1.7945783075896231,0.03534910374940935,319658.64488413534
162313.1917821255,184136.6223512123,189,303437.421267181,1.9874281103829317,0.14141224637493047,300352.9962764523
155524.27851872385,180357.1435914706,342,364454.8340366796,2.2256617974041455,0.16105219201640938,418457.26686880796
159209.4857517281,161247.65695877504,347,391571.1790416997,3.220535147012754,0.04103734545119973,302839.6183787652
196144.9145292948,154168.04415807503,450,256761.61969008303,3.351966517855331,0.02981948659685761,514087.58485516364
217057.59874083218,147496.2748840191,150,331729.8781087812,2.7059989889674445,0.03764794172959824,160779.1939821289
213834.53996650095,119841.41644533296,353,309052.21279665205,3.4616831192833417,0.17665423676071534,535422.3384631159
241359.16245180118,138772.99692532903,408,292927.55612510425,1.3262997024454637,0.11035595973370767,526516.5705577855
200650.09459389534,82281.72743218458,77,321360.15775350155,1.3511529482326399,0.09877958924142549,85768.46775332565
272676.7038578658,146066.41492821,90,313079.84463996824,1.6873178414306338,0.030275245629447313,127321.53892305796
186767.1583381022,110456.3557139633,404,332484.4541323553,3.072309992161379,0.13341564128382274,493695.8061278751
336008.45832948096,105856.42731136916,352,386503.00565700314,1.8559787147932543,0.1749199224600671,507130.5595427228
231283.3673882503,157195.76604613915,195,347047.65545188205,2.1331376139703093,0.16735531517145608,332128.66725516855
157142.12217918586,205680.09145378397,305,318635.4755323622,2.6012513446919763,0.12895039470635225,403817.24185262347
146455.3750969444,186732.6642400925,276,411877.50340938475,4.24746449604152,0.024302956163817988,233785.70994298934
224123.62076215926,87179.97585507292,285,366595.77575282013,1.0554485436514405,0.03135543516344246,215121.60843525067
188826.86073370746,110414.8745371865,410,294456.0936837991,3.5975152809464896,0.019368707550866688,414994.62609809823
235700.02470460458,187630.84751952864,429,226972.77585882568,3.6755061241627414,0.05892105113356917,584798.1282797905
223661.88122867723,110700.50425846761,62,240730.15914477207,4.194623121426546,0.035775678760471774,149754.8371916461
196358.55436715635,141014.674000119,259,355993.94689893804,4.731011756241253,0.05940912764796244,310741.0052435604
157660.31409657974,172002.08396098207,278,262181.2512448211,1.0805513957971593,0.08316103058660272,329983.44069863064
124257.63876570677,111266.22180545458,446,239516.6713732831,1.6151348220528647,0.1891667289735158,572022.0248665388
177674.25239664895,154215.0202458384,149,254514.88039876803,4.544685176223972,0.1259714513585215,317062.54637130984
242819.93971617363,96638.98020327181,80,258756.941274558,2.8340742487480615,0.16864501927976286,277946.69123184803
210704.6872065102,125945.29424195146,435,351038.86006693507,3.258362555733854,0.14496678513534314,538482.7594399212
137713.0610644006,162791.27736570148,65,290595.47545306344,3.6521088148925895,0.03137559480006003,58227.53090505633
208659.0462925591,86280.25065873323,186,217657.52398203564,3.7162664179825495,0.14982487721105028,401211.03840543743
219265.86898644184,167618.98951841597,378,301862.6938657414,4.726961613266033,0.062268787496233644,485116.515916997
155807.12818994335,149214.48804293276,215,313335.9679468945,4.987797669646678,0.1314304909289942,353956.5701796512
207686.2552972764,172099.59817668592,359,271239.7883135489,3.880629843723761,0.07478277499216782,472267.7656270204
202910.4359223,158956.56536258647,489,369353.105051562,2.1488848368206033,0.19955773002028526,627445.3376719964
142851.48510846886,204565.61719895375,149,274743.6668584629,4.519009609177374,0.06007478110438779,258278.0356467988
217889.36801741418,155008.9801059163,158,366500.26119822904,1.1968836581630464,0.06303478944711123,136518.9279758202
228039.2263184117,132823.7783549899,392,335806.96678049857,1.9243234114979848,0.1868277285568557,552786.1937597399
254152.56215876385,154891.90012129134,222,355596.3304826644,4.58954286985486,0.014682436880901307,257085.3547148228
252690.10260174517,171731.9211614555,286,234086.94955161633,2.02476605775742,0.1423709076959074,474175.66433386505
131116.53160214546,151954.40281302817,211,305898.6115342862,1.8826042384869939,0.14781201423981685,315603.56395644764
153108.74800424385,151623.6676481553,442,296830.31972551387,1.552501172560989,0.1689119297079759,560138.6060467939
225751.763360433,121920.33248772979,265,214679.608505548,4.436447030587666,0.19514346902131033,554813.451793446
225689.29754561043,123483.96329796207,313,366303.64378817455,3.000233036764347,0.19536436463976398,459152.79143825505
225752.3843153024,93895.78912801226,312,250955.946185559,3.699572812216619,0.02240258393762814,365806.54029482894
392636.5745327361,219983.06972747756,341,263425.93026984105,1.9562655363001187,0.1661494713230515,625867.9714915343
228544.52553465834,100245.4705843486,323,239201.04986413644,4.0321616840448655,0.13279888739490245,529161.9273483712
256778.28200902994,122283.79208816371,52,342071.1795642224,4.040022179848394,0.13299500553088733,188323.30394200675
247700.0881746601,121263.7093772321,77,208444.21687364427,2.2503920996332005,0.03438648605679201,170445.02068266337
232569.5625652899,185796.97507777764,375,337072.4880278741,2.6427305320411314,0.13353556162467414,512026.589171759
184236.53776798272,138202.01286831888,477,362670.83917460765,1.8387611097208034,0.1966716903142371,587152.9293728723
237948.46102466338,199909.68290694937,198,332230.70565754565,4.906244093291617,0.18324552821249493,430858.814614153
161358.7392731214,123060.37503024525,77,342757.7090307857,3.5824103082336465,0.0934348255529216,128523.62260907583
188159.06966299957,161159.76648895207,359,345572.7881746826,4.738175522862062,0.017590114924357924,369912.328948737
175731.82260854484,116586.1178696097,487,243034.54039645416,2.2135421745165327,0.07883576310003891,565922.550910006
204093.70696931612,235805.96511093553,114,386084.09877986065,4.127563651987559,0.1670141592041055,272706.2338927047
315732.92833367543,102496.06323881948,405,272395.42475199007,4.0634345755389685,0.14328482927838154,623482.85466581
106636.74037041259,162392.8284090811,70,296016.7429446017,3.766622607466166,0.09727529456285171,145589.89700878444
234313.00951872568,175351.07523728395,301,280041.7608989425,4.862555901067202,0.020469291680177908,386983.1435682559
119364.20644051742,166551.96389805994,284,329492.52725263854,2.574221344425262,0.09110999828642749,298846.47269815754
176403.40671052833,142588.49364489166,276,267717.76541175466,1.5228692943590292,0.09911473854639787,333877.52948587725
254447.52984836831,144807.17201066297,62,304014.94345424214,3.686835436976243,0.18642555124988583,274983.0926598137
203214.00095477313,151752.4588791644,362,225879.3709712397,3.9172392019088247,0.1318063596806103,553013.2951613527
146112.7611035347,144119.91993486046,98,369879.9125100943,3.3002422938352587,0.06921405416438328,86586.57825369819
164234.8145370016,188555.16467179637,167,340244.4567570122,1.827271572533585,0.10981047024563706,219988.6649555848
233979.8874467338,238420.92006365405,103,282464.41428589384,3.0178237666774215,0.022550508486210416,159441.37102834525
163481.66841414318,127700.32859968666,187,271851.05819845136,2.2487589462765176,0.19478796477345,336771.6268011709
210822.92947909873,95207.88081683689,102,338677.6947790618,2.7098661126667563,0.07841138136683794,124017.35409291739
202278.59199519068,146468.7180659498,93,257562.3971618423,3.5808743033786556,0.1007947974334958,234810.82184102616
167419.98261970916,253188.37350617273,352,307521.9189459101,3.980858970763338,0.07750395510501529,456410.94409004826
307197.20446626627,117853.01728121076,102,369683.9272458844,1.9288987636053725,0.13967722872207805,202780.33901045355
231695.95111590056,215564.67221776268,123,251324.57285176846,2.6213014425878134,0.13582411008262268,327534.3974829847
98742.87066711964,217108.0325630576,95,322116.04974721215,2.0766462839665167,0.1459112390005358,164882.67560811134
209322.7157384714,127856.47033168022,62,318943.5160161295,1.7945264554474765,0.060947213626264964,83220.12035393485
166910.6767615806,172759.32316741103,214,294159.79088023904,4.133548879983353,0.06997701142117253,292391.4074603441
242621.6667398112,215135.8649251415,151,269772.6249537638,4.637010777747969,0.03379773390827951,265860.94133311574
160373.96307836496,134834.89036050052,329,372887.8234136631,2.480928742738307,0.1345468946507614,366730.7738821486
194263.17792665504,141856.78559590553,307,264145.88185398205,4.005115697495068,0.017561454193773984,366790.2793361227
225249.36394902287,126732.76344205425,386,191277.6659322228,4.587981157457644,0.12355964374945722,621679.6632046094
243287.75970850608,109409.73077228531,405,338432.015497862,4.384496842120926,0.17524221812181046,595177.5698394297
139985.1796472112,124028.89819735971,447,227921.79901392997,1.7312535541569036,0.17925810817503038,612149.0400566019
183274.9382079526,101042.38932950974,187,341512.8686913052,4.825167526053445,0.09531717447029271,245600.00817853498
176252.7344419522,151363.33873036905,212,380094.19487060665,2.50670576171785,0.09726770076048401,248015.39676859108
167333.5383713144,119201.07075765432,458,337784.99270392046,2.3569626446953453,0.024624144771523297,416492.6833262241
288272.7120140549,159351.43647162992,436,364284.6781132495,1.2497253091111213,0.1374453548341768,540529.0888295233
220249.0855480478,87764.17415185491,160,421202.94641577883,2.944694616419532,0.16603928987084066,222776.53793280086
136955.80228324776,163235.20928857828,151,358005.6277565368,1.4360544625637148,0.05648446037489548,114181.85705779851
245893.0973527388,183341.158464357,66,319834.4035575261,1.994159283709704,0.09004716751033928,139064.09130394037
306107.80985063163,70250.57429714178,317,398036.8910114189,2.2677704870691255,0.16937947398540137,433336.4280098839
251623.26302755735,164962.2627939029,231,405286.5326907951,4.235305293966736,0.17665288885583474,363162.39938109205
124031.50170229933,199106.75969893168,421,406126.30699556525,4.501954601583586,0.05620419625020293,411474.73735931003
175788.29635668744,101614.35925235177,73,270471.38908823987,2.2098652698458787,0.1146084205628592,150058.70543566384
263345.5574593311,216902.89547350814,78,218758.89849009574,4.434792484978296,0.046573698620807145,259651.91195329526
164616.52671906096,166760.7603746418,220,266808.4689939068,4.428923749479164,0.029356965186515746,297079.4080197491
222190.97140731142,121799.52576966365,458,342218.4969475905,4.058603801539494,0.18311289526447194,638594.5406115075
238731.70267146683,147769.23689369176,277,309549.53671992634,1.5867804560607262,0.16589642580410074,433887.79832638346
153653.47642109584,172333.0765008689,427,287611.14088938915,3.761291387602916,0.15440663134260305,595039.8060693756
197023.73219691,153040.21565649647,237,333628.88392829616,4.780096258322275,0.01926560057449668,257508.41035744
37936.63299654637,171550.23969785476,395,211751.69509960397,3.7301619150686283,0.17030847061494894,568102.2124923068
148780.6179332855,113173.05627682534,279,308470.1579214925,2.326467396431336,0.0932283744220229,293921.66869587713
187371.592430342,156774.43296144312,370,367107.45869087265,3.002317269723325,0.07505507342621333,381974.9596612304
137610.84090175753,93451.4201238008,389,332958.9386734937,3.5829001734042145,0.11383050859482152,452184.6503623197
281620.56519658177,145550.957546052,168,341508.5893100237,3.0422816349140143,0.027357116117475606,197771.93813658354
128492.93110196837,113843.69434140841,205,395842.3673971509,1.4798117669238793,0.15376284437695578,190988.97752412708
177997.7756651508,120578.80229640934,321,296031.40290757996,2.2482561786080826,0.12066266460877621,424715.32384044374
206537.02886430456,199443.72700841748,224,260814.50031897982,4.20958412221453,0.04545211840590183,339797.7859932812
